frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
265,10,[1507.3778076171875 1038.4205322265625 1980.514892578125 1405.3853759765625],car,[1684.5789794921875 1284.463134765625 1815.7266845703125 1325.178955078125],0.3880392611026764,WRDZEWW,0.13667555621500335
266,10,[1507.7010498046875 1044.703125 1983.058837890625 1412.6605224609375],car,[1689.92529296875 1296.4600830078125 1816.05322265625 1334.1480712890625],0.31985336542129517,MROZE,0.089456251047337
267,10,[1509.914306640625 1050.018310546875 1986.361328125 1419.01611328125],car,[1692.565673828125 1300.024169921875 1822.188720703125 1342.190673828125],0.5675774216651917,MOZEV,0.09309014192162529
268,10,[1511.145751953125 1053.316162109375 1989.553955078125 1423.5401611328125],car,[1694.882080078125 1304.778076171875 1823.044677734375 1345.694580078125],0.44306471943855286,MAOZH,0.2754533626622661
269,10,[1512.4952392578125 1058.8250732421875 1992.38916015625 1429.7938232421875],car,[1697.3896484375 1310.927734375 1823.329345703125 1351.939453125],0.35040438175201416,MA0ZFV,0.14339206783182748
270,10,[1513.0767822265625 1065.0762939453125 1997.1170654296875 1434.4371337890625],car,[1693.164306640625 1316.337890625 1827.128173828125 1359.555419921875],0.767410933971405,DRDEIW,0.013613891052216127
271,10,[1512.9381103515625 1068.0526123046875 2005.8443603515625 1435.5927734375],car,[1695.68896484375 1320.4918212890625 1831.12060546875 1362.8128662109375],0.6647685766220093,VRDZEW,0.11388131217987131
272,10,[1513.6842041015625 1074.9451904296875 2005.6187744140625 1436.547119140625],car,[1698.276123046875 1327.8724365234375 1835.783447265625 1369.7127685546875],0.3503202199935913,DEDETW,0.11898189292343546
273,10,[1515.2303466796875 1080.2171630859375 2006.6412353515625 1437.0477294921875],car,[1702.4583740234375 1335.53955078125 1838.6651611328125 1375.87255859375],0.27105313539505005,CRU2FLI,0.12489299107839057
275,10,[1517.6397705078125 1087.942138671875 2010.122802734375 1437.4566650390625],car,[1707.291748046875 1344.392578125 1843.256103515625 1385.116943359375],0.6666347980499268,CROZFIND,0.1536680329358968
276,10,[1519.9443359375 1092.99609375 2014.6961669921875 1437.587646484375],car,[1710.2919921875 1352.104736328125 1843.09375 1392.268798828125],0.2821144163608551,VROZAND,0.10191787020692418
277,13,[1559.6746826171875 807.1923217773438 1972.001220703125 1149.370361328125],car,[1709.965576171875 1024.951904296875 1805.19287109375 1058.621337890625],0.36310043931007385,EY61MBG,0.45485291175997206
279,13,[1562.3614501953125 812.9202270507812 1976.5377197265625 1161.440673828125],car,[1712.079345703125 1016.0048828125 1809.133056640625 1059.615966796875],0.2700101435184479,TEYGINBL,0.21789055613382396
283,13,[1562.538818359375 825.1448364257812 1981.0833740234375 1177.1717529296875],car,[1722.5723876953125 1044.8076171875 1806.7044677734375 1071.35693359375],0.2942943572998047,EY61MBI,0.39426293860149103
288,8,[543.4075317382812 1056.7200927734375 1041.7666015625 1432.3814697265625],car,[716.4881591796875 1334.02490234375 854.6165771484375 1377.0810546875],0.6706095337867737,FJGZHY,0.3945540429947689
289,8,[541.9815063476562 1061.650146484375 1042.7152099609375 1432.43310546875],car,[718.0745849609375 1339.0799560546875 852.550537109375 1379.9896240234375],0.6726833581924438,FJ14ZHY,0.2839724699401507
290,8,[538.9886474609375 1064.7371826171875 1041.844970703125 1433.36767578125],car,[712.87255859375 1345.4293212890625 854.3944091796875 1386.9249267578125],0.583318293094635,FJAZHY,0.6457341639936458
291,8,[535.892333984375 1071.7745361328125 1039.8941650390625 1433.7042236328125],car,[709.9608154296875 1348.814208984375 849.1004638671875 1393.177978515625],0.7070873975753784,FJAZHY,0.8093883645329923
292,8,[533.7911376953125 1078.4573974609375 1038.921875 1434.8194580078125],car,[708.4449462890625 1351.53662109375 847.96435546875 1391.8212890625],0.6164321303367615,FJIQZHY,0.16120979956616932
293,8,[529.3345947265625 1082.93212890625 1038.6971435546875 1437.0484619140625],car,[702.701416015625 1359.455322265625 848.5128173828125 1405.346435546875],0.54395991563797,FJSZHY,0.587965163592337
294,8,[523.502685546875 1089.869384765625 1035.9923095703125 1437.2259521484375],car,[702.8766479492188 1371.5548095703125 846.5339965820312 1412.2911376953125],0.5393934845924377,FJ4ZHY,0.6521614794121796
295,8,[521.1217041015625 1092.951904296875 1034.714111328125 1436.7490234375],car,[701.005859375 1373.085205078125 846.260498046875 1415.604736328125],0.6903547048568726,FJ14ZHY,0.5782291716131955
296,8,[517.4202270507812 1099.190185546875 1035.148193359375 1436.9931640625],car,[693.3508911132812 1377.010986328125 841.5906372070312 1422.085205078125],0.7466974258422852,FJ14ZHY,0.394032791411501
296,13,[1571.1455078125 860.9513549804688 2006.080322265625 1225.148681640625],car,[1735.220947265625 1086.3092041015625 1832.131591796875 1124.0579833984375],0.6517964005470276,EF61NBG,0.30329216075811466
297,8,[513.4605712890625 1102.9595947265625 1035.3101806640625 1437.16064453125],car,[689.3310546875 1383.1156005859375 837.07958984375 1428.4830322265625],0.7766954302787781,FJIZHY,0.6025066965991765
297,13,[1571.17138671875 865.146240234375 2007.998779296875 1230.2642822265625],car,[1727.693359375 1097.0806884765625 1829.703125 1128.3455810546875],0.5363150238990784,EY61NBG,0.7342962685952428
298,13,[1562.5203857421875 867.5192260742188 2009.6474609375 1233.25],car,[1738.8974609375 1093.75 1831.44482421875 1127.30078125],0.382747083902359,EY61MBG,0.5176767202720395
299,13,[1567.5067138671875 869.9043579101562 2011.864990234375 1239.36376953125],car,[1738.580078125 1102.33837890625 1835.380859375 1132.6240234375],0.5838292241096497,EY61MEG,0.4487152587167692
300,13,[1567.2728271484375 874.5213012695312 2014.60693359375 1244.89453125],car,[1734.30908203125 1111.5867919921875 1821.240234375 1137.6881103515625],0.5365228652954102,EYGINB,0.3000970817914146
302,13,[1572.424560546875 881.8419799804688 2018.7550048828125 1254.6800537109375],car,[1738.306396484375 1116.293212890625 1836.47021484375 1146.056884765625],0.3115167021751404,EY61NBC,0.8535596420416967
303,13,[1573.073974609375 887.203369140625 2020.8756103515625 1259.8162841796875],car,[1732.09814453125 1119.787353515625 1838.26806640625 1154.928955078125],0.44594475626945496,EY61NBG,0.8097419370736096
304,13,[1575.91357421875 889.6934204101562 2022.6029052734375 1263.20068359375],car,[1736.043701171875 1125.793212890625 1839.964111328125 1156.915771484375],0.42434409260749817,EY61NBG,0.6463342849759145
305,13,[1577.813720703125 894.2400512695312 2025.3909912109375 1270.2113037109375],car,[1735.501708984375 1136.920166015625 1838.628662109375 1159.985595703125],0.3635929822921753,EY61NBC,0.7256789932909339
308,13,[1576.7559814453125 902.9794311523438 2029.2891845703125 1285.545654296875],car,[1744.266357421875 1144.861083984375 1837.29345703125 1173.698486328125],0.3954860270023346,EY61NBC,0.5623032609775104
309,13,[1576.9295654296875 906.5286865234375 2030.950439453125 1291.3594970703125],car,[1751.7901611328125 1146.3802490234375 1858.4400634765625 1180.7340087890625],0.33308470249176025,EY61NBG,0.5434846080189407
310,13,[1571.5185546875 909.6743774414062 2033.248779296875 1292.70654296875],car,[1745.0947265625 1146.2584228515625 1854.43212890625 1185.8912353515625],0.3641723394393921,EY61NDG,0.4880299771744802
311,13,[1565.78369140625 912.4847412109375 2036.28662109375 1298.762451171875],car,[1745.58984375 1144.440185546875 1853.74755859375 1188.6357421875],0.8035745620727539,EY61NBG,0.7889909788394358
312,13,[1574.6224365234375 916.9424438476562 2039.31884765625 1307.2752685546875],car,[1738.973876953125 1154.480712890625 1858.472412109375 1192.188720703125],0.8227523565292358,ETEINBG,0.2991827181612993
313,13,[1569.14697265625 919.0687255859375 2041.084228515625 1311.8309326171875],car,[1743.635498046875 1157.421142578125 1859.46728515625 1194.308349609375],0.7260230183601379,ETEINBG,0.5457590802278799
314,13,[1569.3165283203125 923.4539184570312 2043.416259765625 1316.6259765625],car,[1742.22412109375 1163.52001953125 1860.9892578125 1201.44873046875],0.6614200472831726,EYEINBG,0.17698219040117297
315,13,[1568.1822509765625 927.79052734375 2045.9100341796875 1321.5736083984375],car,[1745.4566650390625 1173.77783203125 1857.7022705078125 1209.66259765625],0.7271644473075867,EY61NDG,0.2815284583453847
316,13,[1565.8331298828125 930.039306640625 2046.6761474609375 1324.830078125],car,[1751.995361328125 1179.249755859375 1860.064697265625 1209.421630859375],0.33842259645462036,EY61NBG,0.6987690384634229
317,13,[1564.439208984375 933.509765625 2049.30322265625 1330.626953125],car,[1746.9613037109375 1179.5816650390625 1866.1004638671875 1218.7183837890625],0.6095383167266846,EY61NBG,0.481703452843314
318,13,[1563.0902099609375 938.0787353515625 2053.157470703125 1339.3214111328125],car,[1752.04150390625 1186.47802734375 1868.30029296875 1221.203125],0.588034987449646,EY61NBG,0.3336767322227271
319,13,[1563.2861328125 941.239013671875 2053.754150390625 1341.660888671875],car,[1746.5849609375 1187.431396484375 1871.14794921875 1225.871826171875],0.78471440076828,EY61NBG,0.22804038677011707
322,13,[1577.6544189453125 954.0431518554688 2061.00341796875 1355.86669921875],car,[1763.0609130859375 1210.003662109375 1869.5272216796875 1239.15625],0.30708467960357666,EY6}NBG,0.41065956588673147
323,13,[1580.7623291015625 957.7564697265625 2063.18603515625 1361.534423828125],car,[1757.603271484375 1212.25927734375 1869.952392578125 1246.0224609375],0.34852445125579834,EY61NBC,0.39230997979636767
324,13,[1572.548583984375 961.97607421875 2065.563232421875 1368.2855224609375],car,[1756.59423828125 1213.2154541015625 1877.861328125 1252.1280517578125],0.8137493133544922,EY61NBG,0.17278338264439067
325,13,[1577.5269775390625 963.5874633789062 2067.217529296875 1372.0382080078125],car,[1760.25537109375 1213.308837890625 1882.94873046875 1254.292724609375],0.796725869178772,EY61NHG,0.05838414977510158
326,13,[1571.125732421875 968.02587890625 2070.29150390625 1378.7506103515625],car,[1761.645263671875 1221.9310302734375 1881.802001953125 1259.0882568359375],0.7395157814025879,EY61NBG,0.06944196063007281
327,13,[1574.2906494140625 972.7600708007812 2073.376220703125 1384.8115234375],car,[1760.82373046875 1232.2818603515625 1875.5830078125 1264.5443115234375],0.766525149345398,EY61MBG,0.16062014228659632
328,13,[1569.312255859375 975.945556640625 2075.1845703125 1388.696533203125],car,[1762.3690185546875 1235.2725830078125 1871.9854736328125 1268.0760498046875],0.5810980796813965,EEYGINBC,0.4216120388291508
329,13,[1567.99658203125 981.478515625 2078.75634765625 1395.6973876953125],car,[1772.4742431640625 1242.85888671875 1887.5916748046875 1274.8193359375],0.39939194917678833,EGINBG,0.18031136405504383
330,13,[1569.934326171875 986.90087890625 2081.7353515625 1402.6671142578125],car,[1765.13427734375 1242.958251953125 1892.73291015625 1283.209228515625],0.657221794128418,EF61NBC,0.6212460534680196
331,13,[1570.8428955078125 989.348876953125 2083.497314453125 1406.57470703125],car,[1771.2900390625 1246.6597900390625 1894.8974609375 1286.2518310546875],0.7356855869293213,EF61NBC,0.8641343760016412
332,13,[1573.40576171875 995.4534301757812 2086.919677734375 1413.5029296875],car,[1765.626220703125 1250.943359375 1893.2138671875 1289.993408203125],0.36462730169296265,ET61NBG,0.4197645410119602
333,13,[1575.557373046875 1000.3243408203125 2090.588623046875 1419.62939453125],car,[1767.13720703125 1258.1142578125 1891.13330078125 1297.11767578125],0.5726134777069092,EY61NBG,0.40954938031226384
334,13,[1574.5313720703125 1003.099853515625 2091.976318359375 1423.0374755859375],car,[1772.93017578125 1267.66455078125 1886.4970703125 1302.33203125],0.5723230242729187,EY61NDC,0.3689750146773217
336,13,[1578.967041015625 1013.9754028320312 2097.424560546875 1430.9453125],car,[1775.5966796875 1274.7974853515625 1902.99560546875 1315.0091552734375],0.5831725597381592,EY61NBG,0.6566037072647133
337,13,[1576.9344482421875 1016.7045288085938 2098.7373046875 1432.4676513671875],car,[1778.18994140625 1279.44384765625 1902.48583984375 1318.40869140625],0.669430673122406,EYEINBG,0.5475714551040956
338,13,[1576.7991943359375 1021.1565551757812 2101.742919921875 1435.2303466796875],car,[1777.298583984375 1285.1387939453125 1906.269287109375 1323.1395263671875],0.7501559257507324,EY61NBL,0.7683866935995844
339,13,[1578.7479248046875 1026.4095458984375 2105.880126953125 1436.2716064453125],car,[1781.161376953125 1288.658447265625 1905.137939453125 1331.086181640625],0.580528974533081,EY61NBG,0.5529914920107007
342,13,[1587.20947265625 1040.18017578125 2114.278564453125 1440.0],car,[1783.594970703125 1310.96826171875 1911.983642578125 1347.7294921875],0.3609751760959625,EY61NBG,0.9575940935841994
343,13,[1587.10498046875 1043.7364501953125 2115.418212890625 1438.3070068359375],car,[1788.939697265625 1315.4427490234375 1923.23486328125 1351.0919189453125],0.4234103858470917,EY61NBG,0.671741181515636
346,13,[1583.819091796875 1054.4239501953125 2125.287109375 1435.7327880859375],car,[1796.75830078125 1334.128662109375 1914.7177734375 1367.898193359375],0.6136159300804138,EY61NBC,0.6710385301821087
348,13,[1586.2430419921875 1065.00634765625 2131.457763671875 1437.1949462890625],car,[1795.33154296875 1344.103759765625 1932.490234375 1384.139892578125],0.6723324060440063,EY61NBG,0.4812764598737528
349,13,[1587.0841064453125 1068.2310791015625 2133.667236328125 1436.597412109375],car,[1797.376953125 1349.0986328125 1928.444091796875 1384.904541015625],0.3798736333847046,EY61NBG,0.39390357002854187
392,76,[499.5501708984375 1024.0394287109375 983.6443481445312 1418.49951171875],car,[656.3681640625 1288.0928955078125 802.211669921875 1327.2415771484375],0.28618720173835754,VO8HVFT,0.491763728124001
409,16,[1539.2138671875 604.4556274414062 2041.8529052734375 1221.514892578125],car,[1716.3670654296875 1081.774658203125 1831.9305419921875 1119.647705078125],0.5217665433883667,OG65USJ,0.3765654508458221
410,16,[1538.9774169921875 607.3699951171875 2042.755859375 1226.372802734375],car,[1721.673095703125 1086.1248779296875 1832.044677734375 1126.4547119140625],0.5864937901496887,BG65USJ,0.26879773321622824
412,16,[1540.50390625 610.111328125 2045.5418701171875 1234.4522705078125],car,[1723.75927734375 1090.8740234375 1833.42626953125 1128.4404296875],0.5737561583518982,OG65USJ,0.78690165250069
414,16,[1539.5726318359375 614.3665161132812 2049.880615234375 1245.784423828125],car,[1724.888671875 1099.33837890625 1833.755859375 1139.8095703125],0.2674207389354706,PG65USJ,0.132734233997087
416,16,[1543.406005859375 618.7783813476562 2052.3076171875 1255.954833984375],car,[1721.4451904296875 1108.18603515625 1838.3380126953125 1149.81884765625],0.3258318603038788,CGSUSJ,0.6062947990725014
417,16,[1542.2056884765625 622.1549682617188 2053.815673828125 1262.02587890625],car,[1721.141845703125 1112.0948486328125 1839.977294921875 1153.4239501953125],0.6652562022209167,BC65USJ,0.6976588521698482
418,16,[1541.1824951171875 623.2010498046875 2054.4013671875 1266.5218505859375],car,[1719.301025390625 1115.0748291015625 1840.1162109375 1153.1290283203125],0.4831385910511017,OG65USJ,0.09988836557134709
419,16,[1541.9267578125 625.169921875 2056.2763671875 1272.6591796875],car,[1726.9827880859375 1120.937255859375 1840.8555908203125 1161.87060546875],0.38683217763900757,BG65USJ,0.3075597439326
420,16,[1542.1297607421875 628.4552612304688 2057.760498046875 1278.926025390625],car,[1728.23828125 1124.0062255859375 1840.92626953125 1164.7178955078125],0.7096190452575684,BG65USJ,0.54113808925323
421,16,[1541.88330078125 629.6605224609375 2058.51806640625 1281.5595703125],car,[1729.1336669921875 1128.513671875 1841.9349365234375 1166.80322265625],0.6672601699829102,BG65UST,0.34566562644034066
422,16,[1540.467041015625 632.9417724609375 2060.169677734375 1286.89404296875],car,[1728.1890869140625 1133.095947265625 1841.7308349609375 1173.889892578125],0.519684374332428,BG65USJ,0.5535081457679288
423,16,[1542.4212646484375 637.177490234375 2061.455078125 1291.4150390625],car,[1724.308837890625 1137.930908203125 1843.689697265625 1179.865966796875],0.7042291164398193,8GGSUSI,0.3925730737245587
424,16,[1542.842041015625 638.1845092773438 2063.9267578125 1294.5836181640625],car,[1725.831298828125 1140.1353759765625 1841.8623046875 1183.3565673828125],0.7709130644798279,BG65USJ,0.32619083814339556
425,16,[1543.6190185546875 640.9940185546875 2065.1748046875 1300.2183837890625],car,[1722.865234375 1144.49072265625 1843.740478515625 1185.6982421875],0.7888392210006714,BG65USJ,0.19597227182206017
427,16,[1544.3206787109375 645.8804321289062 2067.26904296875 1308.7218017578125],car,[1728.22802734375 1152.649658203125 1842.466796875 1192.283447265625],0.8299658298492432,BG65USJ,0.4043898129569852
428,16,[1543.877197265625 647.8609619140625 2068.64404296875 1314.25732421875],car,[1729.334228515625 1158.452392578125 1847.337646484375 1196.614990234375],0.8403129577636719,8G6SUSJ,0.3072017203321293
429,16,[1542.967041015625 649.7179565429688 2070.182861328125 1318.438232421875],car,[1733.522705078125 1165.22265625 1847.443603515625 1201.2265625],0.5293517708778381,BG65USJ,0.07630181999525282
431,16,[1542.8343505859375 652.6597900390625 2071.494873046875 1324.783935546875],car,[1729.286376953125 1171.849609375 1847.313720703125 1213.60986328125],0.753897488117218,BG65USJ,0.5904907745729387
432,16,[1544.564208984375 655.8703002929688 2074.12158203125 1331.510009765625],car,[1730.168212890625 1176.192626953125 1847.38818359375 1217.080322265625],0.7942294478416443,8G6SUSJ,0.2741894892863858
433,16,[1545.393310546875 657.6571655273438 2074.996337890625 1334.301513671875],car,[1731.734375 1179.5263671875 1847.7529296875 1219.5673828125],0.7373586893081665,OG65USJ,0.32885887655315793
434,16,[1545.549072265625 659.8438110351562 2077.05029296875 1339.7862548828125],car,[1732.3851318359375 1184.315185546875 1848.6527099609375 1224.856689453125],0.8493302464485168,BG65USJ,0.15237341567013335
